Suburb,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Postcode,Average income,Lat,Lng
WILLIAMSTOWN NORTH,839000.0,839000.0,680000.0,768000.0,803500.0,862500.0,1135500.0,1024000.0,860000.0,915000.0,955000.0,3016,87688.02579051383,-37.8517597,144.86899630000002
WIMBLEDON HEIGHTS,259000.0,259000.0,290000.0,271500.0,310000.0,291500.0,299000.0,334000.0,410000.0,386500.0,405000.0,3922,44287.562288851346,-38.4799767,145.2328259
WODONGA,279500.0,279500.0,255500.0,282500.0,296500.0,295000.0,315000.0,341500.0,350000.0,330500.0,356500.0,3690,50355.658704121386,-36.1240938,146.8817639
WOLLERT,450000.0,450000.0,410000.0,400000.0,395000.0,430000.0,460000.0,530000.0,570000.0,577500.0,593500.0,3750,51713.46870897155,-37.608511799999995,145.0313459
WONTHAGGI,257500.0,257500.0,229000.0,230000.0,251000.0,260000.0,265000.0,289000.0,339000.0,375000.0,370000.0,3995,42294.49112097669,-38.6089501,145.59110280000002
WOODEND,475000.0,475000.0,430000.0,470000.0,460000.0,482500.0,460000.0,560000.0,665000.0,747500.0,620000.0,3442,68276.02371200688,-37.3613204,144.52442380000002
WOOLAMAI WATERS,350000.0,350000.0,350000.0,349500.0,381500.0,340000.0,377000.0,418000.0,469500.0,495500.0,570000.0,3995,42294.49112097669,-38.513311200000004,145.4921696
WOORI YALLOCK,312000.0,312000.0,315000.0,330000.0,317000.0,358000.0,391500.0,480000.0,520000.0,510000.0,527500.0,3139,53574.532510570214,-37.77800000000001,145.528
WY YUNG,288500.0,288500.0,325000.0,285000.0,285000.0,290000.0,333500.0,328000.0,315000.0,349000.0,323000.0,3875,46350.594813614254,-37.8035174,147.61912759999998
WYCHEPROOF,86000.0,86000.0,96500.0,95000.0,103000.0,100000.0,82500.0,100000.0,124500.0,141500.0,170000.0,3527,41581.98356807512,-36.077645000000004,143.22711850000002
WYE RIVER,680000.0,680000.0,557500.0,813000.0,646500.0,530000.0,1025000.0,718500.0,870000.0,1300000.0,1042500.0,3234,67797.51818181819,-38.6381741,143.8899389
WYNDHAM VALE,290000.0,290000.0,286500.0,288500.0,306000.0,325000.0,365000.0,436000.0,480000.0,465000.0,468500.0,3024,53172.650045330905,-37.89,144.63
YALLAMBIE,506000.0,506000.0,471000.0,532500.0,580000.0,665000.0,713500.0,781000.0,810000.0,792500.0,950000.0,3085,63609.28133971293,-37.726,145.10399999999998
YARRA GLEN,425000.0,425000.0,395000.0,420000.0,460000.0,530000.0,540000.0,620000.0,670000.0,670000.0,815000.0,3775,56602.95716510903,-37.648889000000004,145.37194399999998
YARRA JUNCTION,365000.0,365000.0,397000.0,406500.0,357500.0,417500.0,422500.0,535000.0,570000.0,582500.0,528000.0,3797,50725.452513966484,-37.779,145.606
YARRAGON,255000.0,255000.0,266000.0,258000.0,297000.0,284000.0,300000.0,280000.0,390000.0,410000.0,434000.0,3823,49099.73833333334,-38.2,146.066667
YARRAM,195500.0,195500.0,215000.0,190000.0,202500.0,245000.0,230000.0,225000.0,218000.0,240000.0,260000.0,3971,42120.96184644372,-38.565594,146.6751045
YARRAVILLE,607000.0,607000.0,613000.0,696000.0,710000.0,810000.0,900500.0,1000000.0,1045000.0,971000.0,950000.0,3013,76176.41141016317,-37.820274100000006,144.8821697
YARRAWONGA,270000.0,270000.0,300000.0,302500.0,297000.0,300500.0,320000.0,324500.0,345000.0,375000.0,398000.0,3730,46917.99959349594,-36.0271135,145.99905769999998
YEA,270000.0,270000.0,255000.0,260000.0,255000.0,260000.0,305000.0,386500.0,392500.0,435500.0,416500.0,3717,46668.789632308624,-37.2229373,145.40701950000002
YINNAR,208000.0,208000.0,221500.0,220000.0,240000.0,182500.0,230000.0,270000.0,245000.0,255000.0,237500.0,3869,57817.76707202993,-38.316666999999995,146.316667
